machine_id,day,runtime_minutes,utilization_percent,health_score,temperature_c,vibration_mm_s,power_consumption_kw,failure_event
M011,27,652,90.56,96.73,57.3,1.28,16.59,0
M012,27,566,78.61,87.39,50.3,1.28,3.93,0
M013,27,479,66.53,90.44,47.2,1.37,27.08,0
M014,27,535,74.31,87.75,59.2,2.09,6.19,0
M015,27,602,83.61,97.4,56.5,1.05,5.56,0
M016,27,500,69.44,88.98,50.0,1.86,23.31,0
M017,27,556,77.22,96.12,56.1,1.78,14.46,0
M018,27,432,60.0,94.65,49.5,1.42,4.57,0
M001,28,640,88.89,91.49,48.8,1.17,18.17,0
M002,28,602,83.61,95.61,64.4,2.14,18.2,0
M003,28,443,61.53,86.94,60.1,1.62,3.99,0
M004,28,519,72.08,88.68,59.4,1.41,16.59,0
M005,28,690,95.83,95.61,46.2,1.54,10.98,0
M006,28,498,69.17,92.73,59.0,2.1,4.93,0
M007,28,546,75.83,90.51,64.1,2.24,13.49,0
M008,28,506,70.28,88.41,58.9,2.0,9.73,0
M009,28,567,78.75,90.95,63.0,1.94,4.07,0
M010,28,638,88.61,88.02,64.3,0.94,6.09,0
M011,28,619,85.97,93.34,49.7,1.08,18.33,0
M012,28,671,93.19,88.39,62.6,1.46,5.48,0
M013,28,706,98.06,94.17,59.8,1.09,30.09,0
M014,28,554,76.94,93.02,54.6,1.42,5.21,0
M015,28,530,73.61,97.29,59.6,1.05,3.82,0
M016,28,549,76.25,98.04,57.6,2.35,24.98,0
M017,28,514,71.39,88.47,62.6,1.45,20.85,0
M018,28,445,61.81,97.07,56.0,2.21,3.74,0
M001,29,692,96.11,87.6,62.0,1.98,18.35,0
M002,29,706,98.06,97.08,46.6,1.79,14.89,0
M003,29,625,86.81,94.15,57.8,1.3,4.98,0
M004,29,580,80.56,94.65,57.9,0.94,16.7,0
M005,29,608,84.44,87.38,61.6,1.21,10.73,0
M006,29,711,98.75,97.54,50.1,1.94,4.75,0
M007,29,514,71.39,87.26,50.1,1.96,16.67,0
M008,29,674,93.61,87.73,65.0,1.0,10.36,0
M009,29,626,86.94,91.91,65.1,1.47,3.76,0
M010,29,667,92.64,89.15,54.7,2.24,6.94,0
M011,29,593,82.36,94.1,56.8,1.66,22.36,0
M012,29,712,98.89,96.6,48.3,1.28,4.29,0
M013,29,682,94.72,94.01,48.0,1.75,25.69,1
M014,29,432,60.0,95.42,57.3,1.53,7.38,0
M015,29,445,61.81,86.98,52.5,1.68,4.51,0
M016,29,713,99.03,91.86,54.1,1.42,27.35,0
M017,29,437,60.69,89.88,52.0,0.9,14.73,0
M018,29,617,85.69,97.55,54.4,1.86,4.93,0
M001,30,490,68.06,93.23,53.5,1.28,13.26,0
M002,30,476,66.11,88.96,52.8,1.44,19.77,0
M003,30,688,95.56,93.62,54.6,1.68,4.47,0
M004,30,572,79.44,97.3,51.6,2.22,15.27,0
M005,30,576,80.0,93.68,60.8,2.23,12.7,0
M006,30,561,77.92,93.42,53.6,1.68,5.19,0
M007,30,707,98.19,89.01,49.0,1.75,17.06,0
M008,30,714,99.17,94.18,63.0,2.0,8.25,1
M009,30,424,58.89,97.57,50.1,1.46,5.2,0
M010,30,574,79.72,96.72,61.6,1.21,6.12,0
M011,30,484,67.22,87.74,62.9,1.35,15.56,0
M012,30,534,74.17,92.76,52.7,1.16,3.84,0
M013,30,656,91.11,90.62,53.7,1.45,28.72,0
M014,30,661,91.81,97.4,64.7,1.57,7.44,0
M015,30,604,83.89,93.23,49.9,1.87,5.56,0
M016,30,444,61.67,96.79,49.5,1.23,19.43,0
M017,30,519,72.08,90.46,48.0,1.23,18.31,0
M018,30,632,87.78,92.21,63.0,2.02,3.67,0
M001,31,580,80.56,94.22,61.9,1.67,14.38,0
M002,31,465,64.58,93.44,55.0,1.49,13.49,0
M003,31,583,80.97,87.73,64.6,2.09,5.31,0
M004,31,563,78.19,91.62,64.2,1.52,11.8,0
M005,31,686,95.28,97.62,48.7,1.18,14.21,0
M006,31,425,59.03,89.62,47.8,1.27,5.01,0
M007,31,653,90.69,90.51,61.8,1.52,14.43,0
M008,31,547,75.97,97.15,47.9,1.28,7.93,0
M009,31,717,99.58,93.17,50.8,1.55,5.6,0
M010,31,485,67.36,92.8,62.8,2.3,7.37,0
M011,31,652,90.56,94.24,47.0,1.78,18.84,0
M012,31,631,87.64,97.14,61.1,2.15,5.53,0
M013,31,673,93.47,90.59,58.7,1.12,36.96,1
M014,31,604,83.89,94.13,61.9,2.13,5.22,0
M015,31,452,62.78,88.98,61.6,1.06,4.43,0
M016,31,550,76.39,96.65,50.7,1.08,24.02,0
M017,31,515,71.53,88.33,55.3,2.22,15.01,0
M018,31,703,97.64,90.96,64.5,1.81,4.55,1
M001,32,668,92.78,90.47,48.6,1.75,20.68,0
M002,32,601,83.47,88.92,55.6,2.21,14.29,0
M003,32,618,85.83,95.27,47.1,1.64,3.91,0
M004,32,510,70.83,91.11,59.6,2.08,12.01,0
M005,32,420,58.33,94.06,52.8,1.17,13.38,0
M006,32,685,95.14,92.16,55.9,2.12,3.62,0
M007,32,613,85.14,95.0,52.9,1.07,15.14,0
M008,32,513,71.25,91.0,57.9,1.3,8.18,0
M009,32,674,93.61,91.68,49.1,1.12,5.46,0
M010,32,462,64.17,88.22,60.2,0.94,6.46,0
M011,32,585,81.25,96.46,48.9,1.94,21.63,0
M012,32,625,86.81,89.6,58.6,1.92,4.91,0
M013,32,512,71.11,87.37,56.7,1.35,31.72,0
M014,32,524,72.78,95.03,47.2,1.74,7.18,0
M015,32,500,69.44,87.33,64.7,1.1,3.76,0
M016,32,681,94.58,93.66,63.6,1.93,23.63,0
M017,32,572,79.44,97.02,51.5,1.74,16.2,0
M018,32,488,67.78,95.8,57.6,0.96,5.56,0
M001,33,688,95.56,91.66,65.6,1.71,15.37,0
M002,33,579,80.42,95.67,51.7,1.46,17.9,0
M003,33,643,89.31,95.98,59.3,1.1,3.94,0
M004,33,531,73.75,95.91,64.7,2.04,16.23,0
M005,33,466,64.72,91.79,58.1,1.19,12.22,0
M006,33,689,95.69,88.16,56.5,1.83,5.44,0
M007,33,430,59.72,94.58,52.7,1.83,13.13,0
M008,33,698,96.94,90.69,52.3,0.96,8.23,0
M009,33,540,75.0,93.32,65.2,1.46,4.89,0
M010,33,709,98.47,95.65,55.4,1.56,6.92,0
M011,33,536,74.44,88.62,56.9,2.25,20.89,0
M012,33,524,72.78,89.11,52.4,2.1,4.93,0
M013,33,626,86.94,88.73,64.9,1.28,37.62,0
M014,33,678,94.17,95.76,48.3,1.26,6.22,0
M015,33,598,83.06,96.65,56.5,1.84,5.57,0
M016,33,430,59.72,90.77,47.5,1.54,25.6,0
M017,33,505,70.14,86.37,58.9,1.6,19.13,0
M018,33,659,91.53,92.91,59.9,1.17,4.85,0
M001,34,693,96.25,93.73,50.1,1.38,20.83,0
M002,34,497,69.03,94.55,57.4,1.97,17.91,0
M003,34,468,65.0,88.28,58.3,1.36,4.32,0
M004,34,559,77.64,93.94,51.6,0.93,16.23,0
M005,34,557,77.36,94.0,65.7,1.78,13.01,0
M006,34,622,86.39,91.95,52.7,1.72,4.14,0
M007,34,712,98.89,90.07,58.4,2.2,14.12,0
M008,34,544,75.56,89.92,54.4,2.22,10.6,0
M009,34,614,85.28,89.82,46.6,0.93,4.99,0
M010,34,621,86.25,96.52,65.5,1.24,5.19,0
M011,34,623,86.53,91.04,56.8,2.09,22.29,0
M012,34,473,65.69,95.73,50.3,2.17,3.69,0
M013,34,696,96.67,92.62,64.1,1.91,31.75,0
M014,34,541,75.14,86.38,45.7,1.53,4.93,0
M015,34,619,85.97,95.16,58.4,1.84,3.64,0
M016,34,603,83.75,91.41,63.5,1.31,24.98,0
M017,34,570,79.17,91.37,59.9,1.63,14.11,0
M018,34,632,87.78,96.02,50.1,1.0,5.04,0
M001,35,558,77.5,96.99,57.5,2.21,16.93,0
M002,35,636,88.33,92.31,51.6,2.05,14.29,0
M003,35,479,66.53,90.4,49.7,1.85,5.21,0
M004,35,512,71.11,88.6,58.9,1.36,15.8,0
M005,35,577,80.14,92.07,53.0,1.73,12.15,0
M006,35,469,65.14,95.62,55.4,1.64,3.89,0
M007,35,598,83.06,89.44,47.8,2.18,14.76,0
M008,35,466,64.72,97.39,65.0,1.93,9.86,0
M009,35,500,69.44,91.6,58.7,1.88,5.1,0
M010,35,586,81.39,88.44,53.6,1.4,5.68,0
M011,35,677,94.03,90.41,52.3,0.96,22.45,1
M012,35,577,80.14,93.53,50.7,1.52,4.05,0
M013,35,572,79.44,91.45,49.0,2.02,30.46,0
M014,35,573,79.58,93.83,63.4,1.53,4.9,0
M015,35,681,94.58,92.85,48.4,1.05,5.05,0
M016,35,686,95.28,96.21,55.8,1.43,19.84,0
M017,35,454,63.06,90.91,52.1,1.63,14.62,0
M018,35,580,80.56,88.72,60.2,1.33,5.13,0
M001,36,682,94.72,87.16,59.5,2.12,15.35,0
M002,36,464,64.44,94.77,62.7,1.4,13.7,0
M003,36,527,73.19,96.0,54.3,1.73,4.15,0
M004,36,446,61.94,93.24,48.6,2.09,14.29,0
M005,36,715,99.31,86.33,52.5,2.14,9.45,0
M006,36,687,95.42,90.07,61.1,1.82,4.69,0
M007,36,654,90.83,93.1,63.5,1.81,14.3,0
M008,36,598,83.06,95.36,57.6,1.58,7.5,0
M009,36,656,91.11,94.53,63.6,2.27,4.23,0
M010,36,651,90.42,96.55,57.6,2.29,5.54,0
M011,36,470,65.28,94.96,63.8,1.23,18.42,0
M012,36,462,64.17,88.96,53.1,0.99,4.73,0
M013,36,715,99.31,88.75,52.5,1.63,32.07,0
M014,36,431,59.86,94.6,61.0,2.32,5.27,0
M015,36,659,91.53,93.12,65.0,1.22,4.06,0
M016,36,465,64.58,93.34,47.1,1.99,28.09,0
M017,36,583,80.97,88.56,48.3,1.02,17.7,0
M018,36,692,96.11,87.91,63.4,1.52,4.11,0
M001,37,713,99.03,87.19,63.9,2.17,13.53,0
M002,37,489,67.92,89.61,53.6,1.14,19.26,0
M003,37,614,85.28,95.35,53.7,1.49,4.44,0
M004,37,600,83.33,89.1,58.1,1.96,16.95,0
M005,37,640,88.89,87.41,47.8,1.39,11.03,0
M006,37,719,99.86,92.32,48.0,1.51,4.43,0
M007,37,441,61.25,93.43,49.2,2.21,13.11,0
M008,37,613,85.14,91.28,48.5,1.22,8.28,0
M009,37,631,87.64,86.94,65.2,1.86,5.47,0
M010,37,573,79.58,91.37,47.4,2.41,6.33,0
M011,37,529,73.47,87.11,65.1,1.51,15.9,0
M012,37,558,77.5,91.53,63.0,1.77,4.81,0
M013,37,442,61.39,91.3,59.7,2.0,37.51,0
M014,37,711,98.75,88.48,58.6,1.96,5.55,0
M015,37,599,83.19,87.56,57.8,2.17,3.89,0
M016,37,652,90.56,89.87,57.5,1.82,19.26,1
M017,37,616,85.56,95.42,46.7,2.09,14.8,0
M018,37,687,95.42,96.48,59.2,1.22,4.68,0
M001,38,529,73.47,90.67,48.7,1.65,17.86,0
M002,38,477,66.25,97.09,53.9,1.69,17.4,0
M003,38,598,83.06,89.87,58.9,0.95,5.43,0
M004,38,437,60.69,94.69,60.8,1.48,11.16,0
M005,38,559,77.64,88.0,51.3,1.44,9.4,0
M006,38,578,80.28,87.46,57.2,1.21,4.83,0
M007,38,663,92.08,88.34,54.0,1.4,14.61,0
M008,38,572,79.44,95.66,60.6,1.04,7.92,0
M009,38,693,96.25,96.22,55.4,1.19,4.05,0
M010,38,496,68.89,92.61,65.5,1.76,4.89,0
M011,38,541,75.14,90.46,53.5,1.86,19.76,0
M012,38,593,82.36,91.52,51.0,0.9,5.28,0
M013,38,433,60.14,95.68,62.3,1.52,26.4,0
M014,38,524,72.78,92.64,64.4,1.01,6.19,0
M015,38,432,60.0,95.7,51.8,2.21,3.83,0
M016,38,711,98.75,88.0,46.1,2.29,20.57,1
M017,38,494,68.61,95.29,63.9,1.42,14.31,0
M018,38,427,59.31,88.53,48.9,2.17,5.52,0
M001,39,428,59.44,93.17,55.4,2.17,17.95,0
M002,39,513,71.25,90.97,48.9,1.33,18.22,0
M003,39,573,79.58,95.04,66.0,2.22,4.35,0
M004,39,477,66.25,91.18,53.6,1.14,14.46,0
M005,39,507,70.42,95.31,52.3,1.58,11.81,0
M006,39,665,92.36,92.25,54.3,2.22,4.4,1
M007,39,424,58.89,92.3,61.3,1.48,16.6,0
M008,39,709,98.47,88.31,48.9,1.44,7.38,0
M009,39,690,95.83,96.43,59.0,2.2,3.87,0
M010,39,586,81.39,97.56,56.2,1.31,6.21,0
M011,39,713,99.03,97.24,59.8,1.26,15.58,0
M012,39,671,93.19,93.74,53.7,2.13,5.2,1
M013,39,430,59.72,86.68,60.6,1.25,27.35,0
M014,39,422,58.61,86.51,47.8,2.04,5.94,1
M015,39,716,99.44,96.56,59.6,1.55,3.89,0
M016,39,653,90.69,94.56,61.4,1.76,24.49,0
M017,39,697,96.81,95.46,48.7,1.79,20.21,0
M018,39,552,76.67,91.37,63.4,1.0,4.18,0
M001,40,642,89.17,88.3,47.4,2.23,19.99,0
M002,40,704,97.78,93.31,58.5,1.33,14.36,1
M003,40,553,76.81,95.1,61.3,0.98,4.46,0
M004,40,612,85.0,96.7,61.2,1.32,13.52,0
M005,40,447,62.08,87.45,46.1,1.36,13.04,0
M006,40,679,94.31,88.62,64.5,1.25,3.6,0
M007,40,620,86.11,87.97,51.4,1.55,12.95,0
M008,40,603,83.75,93.88,51.8,1.5,7.27,0
M009,40,501,69.58,92.64,59.8,1.65,3.84,0
M010,40,455,63.19,93.0,47.1,2.28,7.3,0
M011,40,436,60.56,87.0,53.8,1.2,16.12,0
M012,40,493,68.47,92.13,50.9,2.03,3.87,0
M013,40,638,88.61,87.76,65.8,1.09,24.16,0
M014,40,642,89.17,95.09,65.2,2.19,5.67,0
M015,40,576,80.0,93.15,51.1,2.3,4.4,0
M016,40,474,65.83,93.53,61.6,0.96,20.15,0
M017,40,671,93.19,96.08,49.1,1.55,17.32,0
M018,40,582,80.83,94.46,65.3,1.12,5.67,0
M001,41,634,88.06,94.32,53.9,1.5,14.2,0
M002,41,646,89.72,96.27,64.0,1.72,15.46,0
M003,41,461,64.03,93.61,48.2,1.82,3.83,0
M004,41,676,93.89,91.98,52.3,2.23,12.12,1
M005,41,634,88.06,95.75,49.2,1.83,12.35,0
M006,41,602,83.61,88.56,54.9,1.94,5.28,0
M007,41,465,64.58,95.4,50.5,1.95,15.72,0
M008,41,421,58.47,95.95,57.8,1.35,10.87,0
M009,41,511,70.97,94.35,58.2,1.42,4.45,0
M010,41,429,59.58,90.79,48.9,0.99,5.84,0
M011,41,562,78.06,87.03,59.8,1.19,20.35,0
M012,41,637,88.47,85.87,61.8,1.55,4.41,0
M013,41,523,72.64,87.55,57.7,1.26,32.46,0
M014,41,461,64.03,87.71,64.8,2.2,5.13,0
M015,41,674,93.61,94.53,55.4,1.65,3.82,0
M016,41,618,85.83,96.62,61.7,2.3,28.4,0
M017,41,552,76.67,87.31,62.6,2.17,16.01,1
M018,41,481,66.81,86.66,49.1,1.39,4.59,0
M001,42,690,95.83,93.36,49.2,1.57,19.06,0
M002,42,659,91.53,87.74,57.3,1.57,16.82,0
M003,42,486,67.5,95.98,65.8,2.21,4.63,0
M004,42,521,72.36,91.26,57.0,1.11,16.49,0
M005,42,566,78.61,92.17,54.3,1.93,11.63,0
M006,42,551,76.53,94.04,65.0,1.99,3.94,0
M007,42,620,86.11,92.43,53.9,1.54,15.19,0
M008,42,661,91.81,86.19,55.7,1.88,8.23,0
M009,42,606,84.17,93.45,46.9,2.18,4.45,0
M010,42,494,68.61,91.35,54.8,2.19,7.47,0
M011,42,552,76.67,96.68,60.7,2.2,22.57,0
M012,42,567,78.75,92.64,51.8,0.93,4.49,0
M013,42,458,63.61,95.6,53.1,1.19,30.67,0
M014,42,701,97.36,97.0,51.9,1.6,6.52,0
M015,42,578,80.28,93.0,63.7,1.5,4.65,0
M016,42,499,69.31,91.34,65.4,1.76,20.59,0
M017,42,476,66.11,87.52,52.4,2.33,15.0,0
M018,42,708,98.33,92.42,63.9,1.38,5.2,0
M001,43,656,91.11,87.79,53.0,0.94,19.69,0
M002,43,563,78.19,91.05,54.5,1.13,14.77,0
M003,43,657,91.25,87.86,57.5,1.37,4.08,0
M004,43,451,62.64,88.75,46.3,1.32,13.59,0
M005,43,574,79.72,92.13,47.7,1.52,10.74,0
M006,43,621,86.25,94.03,58.4,1.16,5.69,0
M007,43,639,88.75,89.8,50.7,1.85,12.47,0
M008,43,525,72.92,97.14,56.5,1.84,8.7,0
M009,43,690,95.83,91.09,64.9,1.51,5.27,0
M010,43,687,95.42,97.15,53.0,1.18,5.46,1
M011,43,433,60.14,93.28,50.4,1.72,15.73,0
M012,43,650,90.28,91.41,59.4,0.9,4.55,0
M013,43,676,93.89,92.95,50.5,1.92,32.21,0
M014,43,543,75.42,95.46,50.6,1.09,7.14,0
M015,43,525,72.92,88.04,55.4,1.25,3.76,0
M016,43,609,84.58,93.53,48.1,1.94,26.18,0
M017,43,698,96.94,90.74,56.7,2.11,14.55,1
M018,43,637,88.47,97.56,51.1,1.86,5.17,0
M001,44,711,98.75,95.76,50.1,2.47,17.02,1
M002,44,636,88.33,91.79,62.7,1.7,19.41,0
M003,44,519,72.08,90.81,65.0,2.26,4.02,0
M004,44,654,90.83,87.73,49.5,1.42,11.81,0
M005,44,647,89.86,91.45,64.8,1.76,11.09,0
M006,44,553,76.81,86.43,66.0,1.86,5.07,0
M007,44,535,74.31,87.42,56.6,2.35,18.26,0
M008,44,618,85.83,88.54,62.1,1.46,10.69,0
M009,44,651,90.42,90.9,57.3,1.31,5.65,0
M010,44,555,77.08,92.99,47.4,1.48,6.02,0
M011,44,634,88.06,93.83,46.1,2.12,15.09,0
M012,44,472,65.56,92.03,49.5,1.09,4.38,0
M013,44,573,79.58,96.39,57.1,0.95,27.15,0
M014,44,598,83.06,97.21,50.6,1.33,5.23,0
M015,44,589,81.81,89.41,50.8,1.23,4.29,0
M016,44,437,60.69,88.94,58.2,1.69,20.19,0
M017,44,545,75.69,88.92,49.7,2.13,13.26,0
M018,44,597,82.92,92.17,50.1,2.3,4.17,0
M001,45,502,69.72,96.61,55.4,2.13,17.91,0
M002,45,448,62.22,87.95,55.9,1.59,16.06,0
M003,45,427,59.31,90.36,58.8,2.22,4.32,0
M004,45,470,65.28,93.19,48.4,1.65,15.35,0
M005,45,636,88.33,96.01,57.7,1.46,10.32,0
M006,45,492,68.33,93.41,61.0,1.55,4.8,0
M007,45,692,96.11,96.47,49.2,1.05,14.48,0
M008,45,589,81.81,90.44,49.6,1.41,7.64,0
M009,45,445,61.81,92.05,49.4,2.25,5.65,0
M010,45,548,76.11,96.25,60.3,1.12,7.03,0
M011,45,696,96.67,94.84,52.8,2.13,19.31,0
M012,45,615,85.42,95.85,50.3,1.19,4.77,0
M013,45,603,83.75,95.22,57.1,1.2,30.07,0
M014,45,686,95.28,89.94,58.0,2.13,6.32,0
M015,45,584,81.11,93.66,50.6,1.62,4.16,0
M016,45,719,99.86,95.05,59.0,2.36,21.92,0
M017,45,620,86.11,88.63,61.8,1.19,15.92,0
M018,45,627,87.08,87.56,55.1,1.3,4.13,0
M001,46,426,59.17,86.56,51.7,2.02,17.62,0
M002,46,426,59.17,92.66,54.8,1.62,16.27,0
M003,46,595,82.64,96.02,50.4,1.77,4.2,0
M004,46,538,74.72,93.68,52.2,2.06,14.19,0
M005,46,502,69.72,89.57,53.3,1.12,9.25,0
M006,46,690,95.83,87.84,55.6,1.0,5.17,0
M007,46,448,62.22,91.55,61.3,1.1,14.48,0
M008,46,586,81.39,89.24,63.6,1.24,10.8,0
M009,46,525,72.92,96.47,60.2,1.97,4.14,0
M010,46,642,89.17,88.87,52.9,1.95,5.13,0
M011,46,655,90.97,88.25,56.1,2.24,23.04,1
M012,46,526,73.06,94.77,63.9,1.36,5.3,0
M013,46,594,82.5,87.26,63.9,0.89,31.9,0
M014,46,513,71.25,87.19,51.5,1.75,6.95,0
M015,46,557,77.36,89.61,54.0,2.09,4.8,0
M016,46,504,70.0,90.5,54.8,1.79,22.39,0
M017,46,563,78.19,94.3,52.4,1.76,20.74,1
M018,46,593,82.36,88.17,61.0,1.8,3.79,0
M001,47,540,75.0,89.59,57.8,1.09,17.31,0
M002,47,638,88.61,86.76,48.0,1.86,17.09,0
M003,47,554,76.94,89.3,57.5,1.5,4.97,0
M004,47,632,87.78,89.15,53.9,1.69,14.29,0
M005,47,454,63.06,90.56,63.6,1.96,12.0,0
M006,47,496,68.89,90.52,47.0,1.31,4.3,0
M007,47,707,98.19,90.76,63.4,1.29,18.3,0
M008,47,546,75.83,90.44,47.2,1.74,9.05,0
M009,47,627,87.08,90.93,50.0,2.26,4.48,0
M010,47,663,92.08,96.0,62.1,2.1,6.61,0
M011,47,531,73.75,91.99,55.0,1.91,20.01,0
M012,47,506,70.28,93.56,56.2,2.2,5.16,0
M013,47,585,81.25,95.0,48.7,1.89,30.38,0
M014,47,707,98.19,90.54,60.3,1.19,5.94,0
M015,47,451,62.64,94.74,61.1,1.33,4.6,0
M016,47,717,99.58,92.18,60.3,1.73,23.63,0
M017,47,481,66.81,92.5,51.5,1.54,16.77,0
M018,47,423,58.75,91.57,54.4,1.34,3.66,0
M001,48,694,96.39,93.46,63.2,2.23,15.53,0
M002,48,429,59.58,87.62,56.9,1.91,17.81,0
M003,48,594,82.5,95.27,58.2,0.92,5.7,0
M004,48,682,94.72,94.68,61.4,2.18,15.17,0
M005,48,458,63.61,91.22,65.1,1.56,10.98,0
M006,48,533,74.03,93.86,62.8,1.91,3.71,0
M007,48,549,76.25,95.74,63.8,1.89,14.3,0
M008,48,649,90.14,95.29,50.2,1.09,7.38,0
M009,48,524,72.78,86.3,64.9,1.07,4.55,0
M010,48,690,95.83,87.28,62.9,1.8,7.16,0
M011,48,435,60.42,94.18,58.0,1.19,19.94,0
M012,48,659,91.53,93.75,65.9,1.43,5.11,0
M013,48,617,85.69,96.12,46.0,1.61,25.87,0
M014,48,481,66.81,90.96,55.6,2.25,7.27,0
M015,48,531,73.75,89.6,53.0,1.77,5.03,0
M016,48,423,58.75,87.82,64.6,2.12,19.7,0
M017,48,530,73.61,91.4,65.8,1.23,15.11,0
M018,48,556,77.22,92.58,51.5,2.19,5.2,1
M001,49,570,79.17,89.08,52.6,2.29,14.91,0
M002,49,550,76.39,92.31,55.2,1.72,18.43,0
M003,49,624,86.67,95.59,49.4,2.22,5.11,0
M004,49,675,93.75,89.07,49.2,2.27,11.6,0
M005,49,615,85.42,90.61,55.2,2.21,9.68,0
M006,49,710,98.61,94.35,50.9,2.23,5.6,0
M007,49,688,95.56,90.92,46.8,1.6,12.51,0
M008,49,711,98.75,93.06,67.5,2.2,11.18,0
M009,49,499,69.31,92.21,51.4,2.16,4.76,0
M010,49,624,86.67,92.29,54.9,1.71,4.83,0
M011,49,550,76.39,92.62,65.4,2.41,15.84,0
M012,49,690,95.83,93.56,48.2,1.73,3.61,1
M013,49,572,79.44,85.9,50.0,2.09,34.46,0
M014,49,576,80.0,94.01,61.6,2.29,5.41,0
M015,49,524,72.78,91.68,63.6,1.56,3.67,0
M016,49,642,89.17,92.67,63.5,1.42,19.42,0
M017,49,588,81.67,92.62,52.2,1.21,13.44,0
M018,49,638,88.61,90.12,58.3,1.26,3.86,0
M001,50,699,97.08,95.43,54.3,1.19,19.97,1
M002,50,606,84.17,88.07,48.9,1.59,17.6,0
M003,50,498,69.17,94.17,53.5,2.16,4.25,0
M004,50,577,80.14,92.1,47.6,1.14,14.96,0
M005,50,627,87.08,87.89,50.2,1.59,14.1,0
M006,50,634,88.06,86.91,49.4,2.06,4.91,0
M007,50,456,63.33,92.56,51.2,1.25,17.67,0
M008,50,578,80.28,89.19,52.1,1.61,9.06,0
M009,50,632,87.78,95.16,65.1,1.3,5.36,0
M010,50,459,63.75,94.46,66.8,2.13,7.19,0
M011,50,465,64.58,91.83,57.7,2.02,18.08,0
M012,50,550,76.39,85.97,46.5,1.73,5.16,0
M013,50,468,65.0,89.06,59.6,1.42,27.48,0
M014,50,623,86.53,86.61,46.5,1.52,7.12,0
M015,50,579,80.42,89.9,66.2,1.89,5.54,0
M016,50,496,68.89,87.54,55.1,0.94,26.06,0
M017,50,440,61.11,88.92,60.0,2.16,20.69,0
M018,50,647,89.86,92.76,59.9,1.44,5.49,0
M001,51,643,89.31,94.34,60.4,1.2,13.63,0
M002,51,659,91.53,88.76,48.6,1.7,16.53,1
M003,51,705,97.92,90.57,59.6,1.69,5.07,1
M004,51,564,78.33,96.27,49.5,1.38,11.43,0
M005,51,561,77.92,92.03,52.1,1.57,9.59,0
M006,51,436,60.56,89.37,49.4,2.1,4.86,0
M007,51,423,58.75,90.52,57.0,1.44,17.53,0
M008,51,490,68.06,95.48,53.3,1.18,10.66,0
M009,51,544,75.56,92.52,66.0,2.2,4.46,0
M010,51,715,99.31,91.01,60.9,1.17,6.3,1
M011,51,611,84.86,91.3,54.4,1.54,17.89,0
M012,51,621,86.25,88.82,53.4,1.43,4.71,0
M013,51,639,88.75,89.79,64.3,1.64,32.29,0
M014,51,450,62.5,95.34,46.8,0.99,5.24,0
M015,51,655,90.97,94.26,64.2,1.93,5.33,0
M016,51,441,61.25,86.23,65.9,1.49,26.55,0
M017,51,571,79.31,93.73,64.8,1.42,15.4,0
M018,51,564,78.33,92.96,58.3,1.18,3.85,0
M001,52,619,85.97,90.09,64.5,1.42,16.27,0
M002,52,505,70.14,92.26,56.4,1.21,16.34,0
M003,52,629,87.36,87.27,46.3,1.21,4.54,0
M004,52,635,88.19,96.09,66.5,1.14,13.1,0
M005,52,521,72.36,94.23,65.8,1.39,13.25,0
M006,52,447,62.08,89.92,51.0,0.97,4.12,0
M007,52,646,89.72,93.0,61.1,1.45,16.76,0
M008,52,659,91.53,92.73,62.3,1.67,11.12,0
M009,52,692,96.11,89.59,54.3,2.42,4.29,0
M010,52,703,97.64,87.94,59.6,2.0,5.91,0
M011,52,611,84.86,94.33,61.8,1.18,19.15,0
M012,52,697,96.81,88.32,49.5,2.0,4.36,0
M013,52,531,73.75,87.55,57.2,2.0,25.87,0
M014,52,627,87.08,89.97,54.0,2.35,7.08,0
M015,52,655,90.97,89.53,56.7,1.84,4.91,0
M016,52,534,74.17,93.31,50.9,1.77,24.04,0
M017,52,420,58.33,86.52,56.7,1.41,14.84,0
M018,52,456,63.33,92.61,60.0,2.09,4.27,0
M001,53,557,77.36,94.21,55.7,1.68,18.51,0
M002,53,523,72.64,92.52,54.3,1.11,15.09,0
M003,53,514,71.39,94.59,65.2,1.97,4.58,0
M004,53,458,63.61,90.13,56.0,1.83,15.4,0
M005,53,646,89.72,85.9,47.9,1.04,9.89,0
M006,53,575,79.86,87.83,56.9,1.87,5.13,0
M007,53,673,93.47,88.63,62.1,2.21,15.0,0
M008,53,610,84.72,93.1,46.1,2.41,10.17,0
M009,53,680,94.44,93.5,56.2,2.29,4.15,0
M010,53,456,63.33,89.17,57.7,1.44,7.39,0
M011,53,712,98.89,93.01,64.0,2.24,15.68,0
M012,53,679,94.31,90.51,54.1,1.81,4.85,0
M013,53,526,73.06,87.68,50.1,2.16,37.66,0
M014,53,615,85.42,87.78,65.7,2.04,6.62,0
M015,53,473,65.69,89.96,47.8,2.22,3.98,0
M016,53,503,69.86,88.01,66.4,1.84,21.15,0
M017,53,502,69.72,89.34,48.3,2.11,17.06,0
M018,53,485,67.36,88.18,53.7,1.76,5.38,0
M001,54,687,95.42,86.12,61.7,2.29,16.05,0
M002,54,714,99.17,91.68,61.6,2.33,16.5,0
M003,54,557,77.36,91.64,50.6,1.34,4.9,0
M004,54,498,69.17,87.6,57.6,1.09,11.33,0
