record_id,production_order_id,machine_id,operator_id,planned_quantity,actual_quantity,rejected_quantity,runtime_minutes,downtime_minutes,machine_health,efficiency_percent
PR001463,PO001463,M014,EMP000134,320,315,5,4488,8,94.59,90.8
PR001464,PO001464,M017,EMP000320,290,283,7,5809,9,94.47,91.52
PR001465,PO001465,M003,EMP000393,447,440,7,8058,12,90.66,90.62
PR001466,PO001466,M004,EMP000154,361,358,3,5425,10,93.46,91.86
PR001467,PO001467,M007,EMP000374,373,367,6,5976,8,94.28,90.41
PR001468,PO001468,M011,EMP000270,433,429,4,5207,11,90.39,87.8
PR001469,PO001469,M013,EMP000314,315,311,4,4428,18,90.64,89.21
PR001470,PO001470,M017,EMP000272,250,244,6,5010,10,94.87,94.66
PR001471,PO001471,M001,EMP000078,430,424,6,7745,5,97.0,94.85
PR001472,PO001472,M005,EMP000040,380,376,4,5704,4,96.95,95.21
PR001473,PO001473,M008,EMP000126,339,334,5,5444,20,86.89,85.77
PR001474,PO001474,M012,EMP000265,421,418,3,5054,2,97.97,94.94
PR001475,PO001475,M014,EMP000017,292,288,4,4108,20,85.94,85.46
PR001476,PO001476,M016,EMP000049,261,257,4,5232,12,90.65,87.66
PR001477,PO001477,M001,EMP000338,412,406,6,7420,4,97.14,96.16
PR001478,PO001478,M006,EMP000252,373,368,5,5601,6,95.98,94.57
PR001479,PO001479,M009,EMP000201,372,366,6,5968,16,89.25,88.62
PR001480,PO001480,M010,EMP000341,412,409,3,4948,4,97.61,93.01
PR001481,PO001481,M014,EMP000378,334,330,4,4680,4,97.11,96.68
PR001482,PO001482,M016,EMP000163,263,257,6,5283,23,86.73,81.89
PR001483,PO001483,M002,EMP000394,371,367,4,6685,7,94.65,94.28
PR001484,PO001484,M006,EMP000006,380,375,5,5719,19,87.7,84.02
PR001485,PO001485,M007,EMP000076,348,343,5,5597,29,83.26,78.8
PR001486,PO001486,M010,EMP000090,421,418,3,5080,28,83.71,81.1
PR001487,PO001487,M014,EMP000287,282,277,5,3963,15,91.49,88.36
PR001488,PO001488,M016,EMP000321,259,253,6,5190,10,92.66,89.73
PR001489,PO001489,M002,EMP000132,422,416,6,7615,19,85.74,83.39
PR001490,PO001490,M005,EMP000232,315,311,4,4748,23,85.18,84.52
PR001491,PO001491,M009,EMP000094,385,379,6,6186,26,83.51,79.89
PR001492,PO001492,M011,EMP000242,448,443,5,5392,16,89.38,86.32
PR001493,PO001493,M013,EMP000241,329,324,5,4636,30,82.66,79.59
PR001494,PO001494,M017,EMP000203,268,262,6,5380,20,85.99,83.34
PR001495,PO001495,M002,EMP000158,388,382,6,6989,5,96.92,92.54
PR001496,PO001496,M006,EMP000256,311,308,3,4681,16,90.33,87.34
PR001497,PO001497,M009,EMP000374,348,341,7,5585,17,87.02,82.21
PR001498,PO001498,M012,EMP000403,444,440,4,5335,7,94.99,92.75
PR001499,PO001499,M014,EMP000413,301,297,4,4228,14,89.22,84.44
PR001500,PO001500,M016,EMP000195,293,286,7,5878,18,87.91,87.27
PR001501,PO001501,M003,EMP000065,413,406,7,7441,7,96.28,93.27
PR001502,PO001502,M006,EMP000284,364,359,5,5484,24,82.49,81.41
PR001503,PO001503,M007,EMP000391,396,388,8,6354,18,88.95,87.33
PR001504,PO001504,M010,EMP000120,450,446,4,5420,20,88.99,86.86
PR001505,PO001505,M013,EMP000134,336,331,5,4731,27,82.93,81.84
PR001506,PO001506,M018,EMP000172,291,284,7,5846,26,82.78,81.67
PR001507,PO001507,M003,EMP000361,439,431,8,7918,16,91.11,90.56
PR001508,PO001508,M004,EMP000183,361,356,5,5424,9,92.38,89.68
PR001509,PO001509,M007,EMP000168,363,357,6,5834,26,82.36,78.46
PR001510,PO001510,M010,EMP000298,405,402,3,4881,21,88.0,87.68
PR001511,PO001511,M013,EMP000015,327,322,5,4601,23,85.58,80.65
PR001512,PO001512,M018,EMP000261,249,245,4,5000,20,88.72,87.27
PR001513,PO001513,M002,EMP000190,400,395,5,7217,17,88.36,85.6
PR001514,PO001514,M004,EMP000105,315,311,4,4758,33,82.23,78.45
PR001515,PO001515,M009,EMP000383,386,380,6,6193,17,90.53,90.32
PR001516,PO001516,M011,EMP000063,435,432,3,5249,29,82.41,78.97
PR001517,PO001517,M014,EMP000241,273,270,3,3831,9,94.75,92.86
PR001518,PO001518,M018,EMP000150,277,273,4,5547,7,95.91,91.6
PR001519,PO001519,M002,EMP000358,374,370,4,6748,16,90.58,86.92
PR001520,PO001520,M004,EMP000010,322,319,3,4838,8,94.63,90.04
PR001521,PO001521,M009,EMP000168,410,401,9,6572,12,92.0,87.84
PR001522,PO001522,M010,EMP000120,472,468,4,5671,7,95.34,91.62
PR001523,PO001523,M014,EMP000017,340,335,5,4773,13,89.8,84.95
PR001524,PO001524,M017,EMP000417,256,251,5,5137,17,88.4,87.29
PR001525,PO001525,M003,EMP000363,422,416,6,7614,18,86.74,83.23
PR001526,PO001526,M006,EMP000340,364,359,5,5482,22,88.5,84.86
PR001527,PO001527,M007,EMP000036,371,364,7,5944,8,94.97,92.71
PR001528,PO001528,M010,EMP000350,479,475,4,5779,31,82.42,80.18
PR001529,PO001529,M015,EMP000075,323,318,5,4545,23,83.85,83.13
PR001530,PO001530,M017,EMP000417,296,289,7,5947,27,83.42,82.38
PR001531,PO001531,M003,EMP000191,390,383,7,7030,10,92.09,90.07
PR001532,PO001532,M006,EMP000165,364,361,3,5477,17,90.9,87.1
PR001533,PO001533,M008,EMP000230,338,331,7,5422,14,90.39,86.69
PR001534,PO001534,M011,EMP000419,439,434,5,5298,30,82.62,79.63
PR001535,PO001535,M014,EMP000271,284,280,4,3994,18,86.56,83.75
PR001536,PO001536,M016,EMP000052,259,254,5,5198,18,90.5,89.32
PR001537,PO001537,M002,EMP000306,401,394,7,7234,16,90.21,86.51
PR001538,PO001538,M006,EMP000302,357,354,3,5358,3,97.66,97.27
PR001539,PO001539,M009,EMP000201,347,342,5,5580,28,82.23,81.62
PR001540,PO001540,M011,EMP000013,427,423,4,5128,4,96.79,92.36
PR001541,PO001541,M015,EMP000146,334,329,5,4687,11,92.64,91.94
PR001542,PO001542,M017,EMP000376,292,285,7,5853,13,89.11,88.52
PR001543,PO001543,M003,EMP000111,380,375,5,6850,10,94.24,92.88
PR001544,PO001544,M005,EMP000249,368,364,4,5524,4,97.12,96.29
PR001545,PO001545,M007,EMP000295,403,396,7,6459,11,93.65,88.89
PR001546,PO001546,M010,EMP000246,422,418,4,5076,12,92.28,91.23
PR001547,PO001547,M013,EMP000342,279,276,3,3916,10,94.69,90.05
PR001548,PO001548,M016,EMP000085,269,265,4,5389,9,94.16,92.57
PR001549,PO001549,M002,EMP000082,450,443,7,8119,19,90.0,89.97
PR001550,PO001550,M005,EMP000414,351,348,3,5283,18,85.39,83.1
PR001551,PO001551,M009,EMP000286,386,379,7,6188,12,92.62,92.29
PR001552,PO001552,M010,EMP000308,487,483,4,5848,4,97.02,96.95
PR001553,PO001553,M013,EMP000229,319,314,5,4491,25,86.83,84.7
PR001554,PO001554,M018,EMP000303,268,263,5,5381,21,88.24,83.57
PR001555,PO001555,M002,EMP000360,435,430,5,7839,9,92.91,89.95
PR001556,PO001556,M005,EMP000023,348,345,3,5239,19,85.68,82.86
PR001557,PO001557,M008,EMP000198,347,341,6,5567,15,90.88,88.97
PR001558,PO001558,M010,EMP000043,449,444,5,5393,5,96.51,91.68
PR001559,PO001559,M013,EMP000096,299,296,3,4200,14,92.47,91.42
PR001560,PO001560,M018,EMP000136,254,249,5,5099,19,85.94,81.29
PR001561,PO001561,M001,EMP000275,394,390,4,7116,24,84.44,84.44
PR001562,PO001562,M005,EMP000282,369,365,4,5536,1,98.49,94.45
PR001563,PO001563,M009,EMP000205,337,332,5,5406,14,90.02,86.22
PR001564,PO001564,M010,EMP000140,482,478,4,5804,20,88.69,85.16
PR001565,PO001565,M015,EMP000404,273,269,4,3827,5,96.26,95.87
PR001566,PO001566,M017,EMP000231,278,273,5,5579,19,85.64,82.47
PR001567,PO001567,M003,EMP000294,450,443,7,8124,24,84.43,82.22
PR001568,PO001568,M005,EMP000116,358,354,4,5387,17,86.26,81.76
PR001569,PO001569,M008,EMP000267,394,386,8,6332,28,85.03,80.75
PR001570,PO001570,M010,EMP000014,459,454,5,5526,18,87.88,84.8
PR001571,PO001571,M015,EMP000247,338,333,5,4735,3,97.65,95.78
PR001572,PO001572,M017,EMP000157,277,273,4,5541,1,98.92,97.12
PR001573,PO001573,M001,EMP000132,425,417,8,7661,11,91.97,87.41
PR001574,PO001574,M005,EMP000249,375,370,5,5636,11,90.55,89.18
PR001575,PO001575,M009,EMP000022,413,405,8,6618,10,92.91,87.93
PR001576,PO001576,M011,EMP000175,487,484,3,5860,16,86.66,83.8
PR001577,PO001577,M014,EMP000141,280,276,4,3929,9,94.21,91.17
PR001578,PO001578,M017,EMP000352,280,274,6,5627,27,84.95,81.71
PR001579,PO001579,M002,EMP000361,393,387,6,7098,24,83.77,80.71
PR001580,PO001580,M006,EMP000330,342,339,3,5138,8,94.0,89.75
PR001581,PO001581,M007,EMP000053,402,394,8,6436,4,96.18,93.96
PR001582,PO001582,M010,EMP000297,476,471,5,5735,23,87.34,85.95
PR001583,PO001583,M015,EMP000254,312,308,4,4380,12,93.14,91.48
PR001584,PO001584,M016,EMP000127,286,279,7,5725,5,97.29,96.44
PR001585,PO001585,M003,EMP000393,423,416,7,7622,8,94.28,94.21
PR001586,PO001586,M005,EMP000153,357,354,3,5373,18,89.08,88.77
PR001587,PO001587,M008,EMP000205,340,335,5,5446,6,94.94,93.61
PR001588,PO001588,M012,EMP000213,473,469,4,5705,29,82.76,79.32
PR001589,PO001589,M014,EMP000121,300,296,4,4213,13,92.8,88.09
PR001590,PO001590,M018,EMP000320,280,274,6,5610,10,91.53,89.2
PR001591,PO001591,M003,EMP000068,405,398,7,7322,32,83.46,83.02
PR001592,PO001592,M005,EMP000069,325,321,4,4893,18,85.1,83.51
PR001593,PO001593,M009,EMP000391,359,352,7,5767,23,82.34,82.29
PR001594,PO001594,M010,EMP000359,460,456,4,5539,19,89.83,85.11
PR001595,PO001595,M015,EMP000110,305,300,5,4282,12,93.58,89.26
PR001596,PO001596,M018,EMP000327,288,283,5,5767,7,94.55,92.65
PR001597,PO001597,M003,EMP000310,402,395,7,7257,21,86.74,84.67
PR001598,PO001598,M004,EMP000010,332,329,3,4998,18,86.64,81.74
PR001599,PO001599,M007,EMP000362,375,369,6,6013,13,89.47,87.69
PR001600,PO001600,M011,EMP000208,447,442,5,5371,7,95.13,90.98
PR001601,PO001601,M015,EMP000151,309,306,3,4355,29,84.9,81.97
PR001602,PO001602,M016,EMP000245,270,264,6,5416,16,91.67,89.5
PR001603,PO001603,M003,EMP000233,434,426,8,7821,9,93.59,91.88
PR001604,PO001604,M006,EMP000249,313,310,3,4710,15,91.38,90.04
PR001605,PO001605,M007,EMP000094,400,391,9,6419,19,85.58,84.28
PR001606,PO001606,M012,EMP000388,448,444,4,5391,15,90.79,88.41
PR001607,PO001607,M014,EMP000271,324,319,5,4556,20,87.49,84.2
PR001608,PO001608,M016,EMP000172,248,242,6,4976,16,87.48,85.69
PR001609,PO001609,M002,EMP000371,412,405,7,7440,24,84.7,83.02
PR001610,PO001610,M005,EMP000105,322,318,4,4852,22,85.18,84.37
PR001611,PO001611,M009,EMP000382,359,352,7,5752,8,94.78,91.7
PR001612,PO001612,M011,EMP000307,442,438,4,5315,11,93.81,91.44
PR001613,PO001613,M013,EMP000011,312,308,4,4377,9,94.3,91.89
PR001614,PO001614,M016,EMP000083,240,234,6,4833,33,82.68,81.51
PR001615,PO001615,M002,EMP000179,386,381,5,6950,2,97.76,95.63
PR001616,PO001616,M006,EMP000370,324,321,3,4873,13,91.82,91.0
PR001617,PO001617,M007,EMP000295,352,346,6,5653,21,87.11,83.62
PR001618,PO001618,M011,EMP000059,481,476,5,5775,3,98.18,97.48
PR001619,PO001619,M014,EMP000271,326,321,5,4569,5,95.41,94.96
PR001620,PO001620,M017,EMP000057,240,236,4,4823,23,84.4,82.42
PR001621,PO001621,M003,EMP000274,385,380,5,6939,9,93.2,92.34
PR001622,PO001622,M005,EMP000392,305,301,4,4603,28,85.14,82.96
PR001623,PO001623,M009,EMP000324,360,355,5,5785,25,84.62,80.74
PR001624,PO001624,M012,EMP000364,400,397,3,4819,19,84.71,81.96
PR001625,PO001625,M015,EMP000095,303,299,4,4264,22,85.61,83.73
PR001626,PO001626,M018,EMP000420,296,291,5,5946,26,86.13,84.19
PR001627,PO001627,M002,EMP000129,376,371,5,6771,3,97.9,96.26
PR001628,PO001628,M005,EMP000130,368,364,4,5532,12,93.47,90.49
PR001629,PO001629,M008,EMP000262,357,352,5,5733,21,87.9,83.05
PR001630,PO001630,M010,EMP000208,438,434,4,5259,3,97.05,95.87
PR001631,PO001631,M014,EMP000319,338,334,4,4743,11,90.52,87.52
PR001632,PO001632,M018,EMP000320,261,257,4,5243,23,83.31,80.81
PR001633,PO001633,M003,EMP000371,377,372,5,6802,16,87.13,85.21
PR001634,PO001634,M005,EMP000215,349,345,4,5257,22,84.56,81.18
PR001635,PO001635,M007,EMP000329,387,381,6,6218,26,86.44,85.54
PR001636,PO001636,M010,EMP000265,428,424,4,5147,11,90.79,86.76
PR001637,PO001637,M013,EMP000220,299,294,5,4195,9,94.46,92.44
PR001638,PO001638,M016,EMP000315,277,271,6,5559,19,84.74,82.21
PR001639,PO001639,M001,EMP000309,375,370,5,6780,30,82.2,78.85
PR001640,PO001640,M006,EMP000116,308,305,3,4646,26,82.93,79.22
PR001641,PO001641,M009,EMP000070,368,361,7,5896,8,95.72,93.21
PR001642,PO001642,M012,EMP000348,406,403,3,4883,11,94.1,89.24
PR001643,PO001643,M013,EMP000161,285,281,4,4013,23,85.04,81.24
PR001644,PO001644,M016,EMP000092,243,238,5,4880,20,83.36,78.62
PR001645,PO001645,M001,EMP000309,413,406,7,7455,21,86.38,83.31
PR001646,PO001646,M005,EMP000301,319,315,4,4801,16,89.39,89.19
PR001647,PO001647,M008,EMP000347,396,389,7,6348,12,89.82,86.82
PR001648,PO001648,M010,EMP000208,426,423,3,5130,18,89.24,85.41
PR001649,PO001649,M015,EMP000378,273,270,3,3841,19,86.54,84.45
PR001650,PO001650,M017,EMP000089,282,276,6,5655,15,87.06,86.5
PR001651,PO001651,M003,EMP000158,426,420,6,7681,13,91.03,90.15
PR001652,PO001652,M006,EMP000302,321,317,4,4835,20,84.14,81.67
PR001653,PO001653,M007,EMP000362,401,392,9,6435,19,87.87,84.78
PR001654,PO001654,M012,EMP000175,415,411,4,4985,5,97.36,93.26
PR001655,PO001655,M013,EMP000125,285,281,4,4015,25,82.69,82.5
PR001656,PO001656,M016,EMP000124,278,273,5,5570,10,94.3,93.79
PR001657,PO001657,M002,EMP000191,426,420,6,7676,8,94.33,91.15
PR001658,PO001658,M005,EMP000414,356,352,4,5355,15,88.81,85.08
PR001659,PO001659,M007,EMP000070,341,334,7,5462,6,94.63,90.07
PR001660,PO001660,M011,EMP000242,426,422,4,5119,7,95.49,90.52
PR001661,PO001661,M014,EMP000412,314,311,3,4412,16,91.17,87.7
PR001662,PO001662,M016,EMP000420,240,236,4,4811,11,91.75,87.07
PR001663,PO001663,M001,EMP000380,374,370,4,6740,8,93.71,91.2
PR001664,PO001664,M006,EMP000023,367,364,3,5520,15,88.78,87.36
PR001665,PO001665,M007,EMP000201,401,395,6,6442,26,85.52,82.23
PR001666,PO001666,M012,EMP000268,492,488,4,5922,18,89.86,86.69
PR001667,PO001667,M014,EMP000176,301,297,4,4239,25,85.82,84.71
PR001668,PO001668,M017,EMP000204,256,251,5,5129,9,94.38,92.08
PR001669,PO001669,M001,EMP000067,372,366,6,6708,12,92.12,89.74
PR001670,PO001670,M004,EMP000326,341,338,3,5132,17,87.83,83.72
PR001671,PO001671,M009,EMP000178,376,371,5,6021,5,96.52,93.86
PR001672,PO001672,M012,EMP000407,414,410,4,4985,17,88.63,85.33
PR001673,PO001673,M013,EMP000229,273,270,3,3848,26,83.34,78.42
PR001674,PO001674,M018,EMP000049,281,275,6,5628,8,94.72,93.2
PR001675,PO001675,M002,EMP000309,405,399,6,7306,16,89.68,88.9
PR001676,PO001676,M006,EMP000335,338,334,4,5082,12,92.61,90.53
PR001677,PO001677,M007,EMP000329,383,375,8,6135,7,94.77,91.05
PR001678,PO001678,M010,EMP000273,414,409,5,4986,18,88.38,86.49
PR001679,PO001679,M014,EMP000048,330,327,3,4644,24,84.1,83.04
PR001680,PO001680,M017,EMP000346,284,277,7,5704,24,86.92,83.09
PR001681,PO001681,M002,EMP000309,443,437,6,7976,2,98.64,96.88
PR001682,PO001682,M004,EMP000152,320,316,4,4803,3,97.31,93.46
PR001683,PO001683,M009,EMP000329,343,337,6,5499,11,93.29,90.12
PR001684,PO001684,M010,EMP000171,453,449,4,5451,15,90.54,89.41
PR001685,PO001685,M014,EMP000075,328,324,4,4599,7,94.87,90.25
PR001686,PO001686,M018,EMP000099,264,258,6,5284,4,96.85,96.83
PR001687,PO001687,M003,EMP000029,363,359,4,6542,8,94.97,91.55
PR001688,PO001688,M006,EMP000192,320,317,3,4812,12,91.86,89.77
PR001689,PO001689,M008,EMP000032,350,344,6,5624,24,82.49,79.44
PR001690,PO001690,M011,EMP000090,405,402,3,4887,27,83.37,81.33
PR001691,PO001691,M014,EMP000234,312,308,4,4378,10,92.37,89.24
PR001692,PO001692,M018,EMP000316,295,288,7,5902,2,98.18,95.17
PR001693,PO001693,M003,EMP000098,433,425,8,7812,18,88.62,87.65
PR001694,PO001694,M006,EMP000301,332,328,4,4998,18,89.78,88.58
PR001695,PO001695,M008,EMP000178,402,396,6,6439,7,94.12,93.46
PR001696,PO001696,M012,EMP000341,489,484,5,5897,29,82.53,80.23
PR001697,PO001697,M013,EMP000314,327,323,4,4592,14,89.54,88.66
PR001698,PO001698,M018,EMP000197,255,249,6,5113,13,92.9,88.71
PR001699,PO001699,M002,EMP000129,444,439,5,7995,3,97.45,93.84
PR001700,PO001700,M006,EMP000396,353,349,4,5304,9,94.73,92.7
PR001701,PO001701,M009,EMP000329,414,405,9,6639,15,89.99,86.07
PR001702,PO001702,M010,EMP000299,482,477,5,5788,4,97.02,93.44
PR001703,PO001703,M015,EMP000151,332,327,5,4650,2,98.82,96.63
PR001704,PO001704,M016,EMP000194,244,239,5,4911,31,83.02,78.88
PR001705,PO001705,M002,EMP000030,390,384,6,7046,26,82.68,78.04
PR001706,PO001706,M005,EMP000285,310,306,4,4669,19,89.48,88.96
PR001707,PO001707,M007,EMP000084,406,398,8,6504,8,94.88,90.92
PR001708,PO001708,M011,EMP000298,451,447,4,5432,20,88.23,87.52
PR001709,PO001709,M013,EMP000146,330,325,5,4633,13,90.2,88.55
PR001710,PO001710,M018,EMP000231,268,262,6,5378,18,89.79,86.03
PR001711,PO001711,M002,EMP000353,417,411,6,7527,21,87.82,86.17
PR001712,PO001712,M004,EMP000056,367,364,3,5524,19,86.38,86.2
PR001713,PO001713,M009,EMP000053,338,332,6,5419,11,90.87,86.47
PR001714,PO001714,M011,EMP000291,452,448,4,5432,8,94.13,90.55
PR001715,PO001715,M015,EMP000412,272,269,3,3830,22,87.18,83.81
PR001716,PO001716,M018,EMP000420,279,273,6,5585,5,95.69,92.65
PR001717,PO001717,M002,EMP000180,425,419,6,7668,18,86.37,82.12
PR001718,PO001718,M004,EMP000130,362,358,4,5448,18,84.52,82.7
PR001719,PO001719,M008,EMP000044,342,335,7,5477,5,96.79,94.41
PR001720,PO001720,M011,EMP000208,442,438,4,5306,2,98.53,95.59
PR001721,PO001721,M015,EMP000138,332,327,5,4661,13,90.9,86.27
PR001722,PO001722,M018,EMP000200,263,258,5,5265,5,96.8,94.38
PR001723,PO001723,M002,EMP000001,374,369,5,6740,8,93.37,92.25
PR001724,PO001724,M006,EMP000284,332,329,3,5006,26,84.55,80.91
PR001725,PO001725,M008,EMP000383,381,374,7,6119,23,85.35,82.5
PR001726,PO001726,M011,EMP000325,470,465,5,5671,31,82.21,78.12
PR001727,PO001727,M014,EMP000365,285,282,3,3994,4,97.27,95.45
PR001728,PO001728,M016,EMP000181,271,266,5,5434,14,92.65,90.11
PR001729,PO001729,M003,EMP000361,412,407,5,7419,3,98.35,95.66
PR001730,PO001730,M005,EMP000379,329,326,3,4941,6,95.56,92.95
PR001731,PO001731,M007,EMP000070,386,378,8,6181,5,95.55,90.87
PR001732,PO001732,M011,EMP000175,500,494,6,6025,25,85.88,84.99
PR001733,PO001733,M015,EMP000288,315,310,5,4429,19,86.52,82.8
PR001734,PO001734,M017,EMP000027,242,238,4,4844,4,97.6,96.94
PR001735,PO001735,M003,EMP000394,435,429,6,7850,20,85.53,81.72
PR001736,PO001736,M005,EMP000031,362,357,5,5461,31,83.67,83.41
PR001737,PO001737,M009,EMP000186,400,393,7,6426,26,83.24,81.03
PR001738,PO001738,M011,EMP000145,400,397,3,4827,27,83.7,80.71
PR001739,PO001739,M015,EMP000405,278,274,4,3919,27,82.16,77.64
PR001740,PO001740,M017,EMP000089,293,287,6,5877,17,89.52,86.58
PR001741,PO001741,M002,EMP000371,425,419,6,7660,10,94.84,93.58
PR001742,PO001742,M006,EMP000152,378,374,4,5692,22,86.6,84.96
PR001743,PO001743,M009,EMP000047,352,346,6,5654,22,86.82,85.5
PR001744,PO001744,M011,EMP000410,484,479,5,5829,21,87.8,85.28
PR001745,PO001745,M015,EMP000161,313,310,3,4411,29,83.89,82.98
PR001746,PO001746,M017,EMP000263,266,262,4,5324,4,97.19,94.71
PR001747,PO001747,M003,EMP000216,391,384,7,7046,8,94.93,94.46
PR001748,PO001748,M005,EMP000046,347,344,3,5226,21,87.82,83.71
PR001749,PO001749,M008,EMP000160,353,347,6,5670,22,83.85,82.31
PR001750,PO001750,M011,EMP000334,477,471,6,5731,7,95.03,91.61
PR001751,PO001751,M015,EMP000199,337,333,4,4743,25,85.57,83.95
PR001752,PO001752,M018,EMP000057,275,269,6,5515,15,88.74,87.95
PR001753,PO001753,M003,EMP000001,430,423,7,7760,20,87.54,85.17
PR001754,PO001754,M004,EMP000116,329,326,3,4954,19,89.09,87.95
PR001755,PO001755,M009,EMP000339,373,367,6,5971,3,97.88,96.03
PR001756,PO001756,M011,EMP000341,486,482,4,5842,10,94.35,92.77
PR001757,PO001757,M015,EMP000141,294,289,5,4131,15,91.58,91.55
PR001758,PO001758,M018,EMP000281,284,280,4,5706,26,82.94,79.71
PR001759,PO001759,M002,EMP000082,450,444,6,8114,14,89.77,85.68
PR001760,PO001760,M005,EMP000304,375,372,3,5634,9,93.25,89.09
PR001761,PO001761,M009,EMP000347,409,401,8,6560,16,89.27,86.48
PR001762,PO001762,M012,EMP000278,453,449,4,5443,7,95.56,93.36
PR001763,PO001763,M015,EMP000066,340,334,6,4782,22,83.27,79.66
PR001764,PO001764,M017,EMP000217,291,285,6,5835,15,92.08,87.35
PR001765,PO001765,M003,EMP000081,373,368,5,6736,22,88.63,85.1
PR001766,PO001766,M005,EMP000256,322,319,3,4832,2,98.78,98.48
PR001767,PO001767,M009,EMP000070,343,338,5,5507,19,87.83,85.64
PR001768,PO001768,M011,EMP000090,496,490,6,5971,19,90.02,89.65
PR001769,PO001769,M014,EMP000413,304,300,4,4266,10,94.45,90.08
PR001770,PO001770,M016,EMP000313,284,279,5,5693,13,91.76,89.57
PR001771,PO001771,M001,EMP000293,429,422,7,7737,15,91.29,88.51
PR001772,PO001772,M005,EMP000223,361,356,5,5423,8,93.72,89.87
PR001773,PO001773,M009,EMP000123,407,400,7,6522,10,93.89,89.1
PR001774,PO001774,M012,EMP000273,482,478,4,5792,8,95.14,94.07
PR001775,PO001775,M014,EMP000176,302,297,5,4249,21,85.87,84.88
PR001776,PO001776,M018,EMP000313,258,254,4,5182,22,86.4,81.74
PR001777,PO001777,M003,EMP000387,366,360,6,6598,10,92.92,88.89
PR001778,PO001778,M005,EMP000232,357,353,4,5359,4,96.14,91.19
PR001779,PO001779,M008,EMP000168,406,397,9,6512,16,91.62,86.82
PR001780,PO001780,M010,EMP000297,495,491,4,5960,20,87.56,86.15
PR001781,PO001781,M013,EMP000096,328,324,4,4613,21,83.14,82.68
PR001782,PO001782,M018,EMP000157,285,279,6,5721,21,83.91,81.34
PR001783,PO001783,M003,EMP000158,407,402,5,7338,12,91.76,88.51
PR001784,PO001784,M006,EMP000010,329,325,4,4964,29,83.24,79.15
PR001785,PO001785,M007,EMP000117,373,367,6,5973,5,97.12,96.36
PR001786,PO001786,M010,EMP000246,487,482,5,5868,24,85.09,82.82
PR001787,PO001787,M013,EMP000314,294,290,4,4126,10,94.57,90.12
PR001788,PO001788,M018,EMP000008,247,244,3,4962,22,86.99,85.04
PR001789,PO001789,M001,EMP000393,414,408,6,7468,16,87.48,83.2
PR001790,PO001790,M006,EMP000165,337,334,3,5063,8,95.05,91.78
PR001791,PO001791,M007,EMP000032,410,402,8,6567,7,95.97,91.5
PR001792,PO001792,M010,EMP000291,442,438,4,5315,11,91.81,91.07
PR001793,PO001793,M015,EMP000381,291,288,3,4100,26,83.72,79.0
PR001794,PO001794,M016,EMP000315,299,292,7,6003,23,84.16,83.81
PR001795,PO001795,M003,EMP000081,366,362,4,6591,3,97.78,96.77
PR001796,PO001796,M006,EMP000105,342,338,4,5131,1,98.85,94.25
PR001797,PO001797,M009,EMP000267,406,400,6,6529,33,82.46,77.74
PR001798,PO001798,M010,EMP000043,500,494,6,6002,2,98.12,93.78
PR001799,PO001799,M014,EMP000365,339,335,4,4763,17,85.55,83.36
PR001800,PO001800,M016,EMP000313,273,266,7,5468,8,95.11,94.49
PR001801,PO001801,M003,EMP000349,380,375,5,6855,15,90.61,88.03
PR001802,PO001802,M006,EMP000045,372,368,4,5608,28,85.56,81.86
PR001803,PO001803,M007,EMP000391,380,375,5,6081,1,98.92,97.87
PR001804,PO001804,M010,EMP000364,484,478,6,5822,14,90.62,88.08
PR001805,PO001805,M014,EMP000048,318,313,5,4478,26,82.27,80.17
PR001806,PO001806,M016,EMP000281,300,296,4,6024,24,83.7,82.15
PR001807,PO001807,M003,EMP000012,420,413,7,7563,3,98.08,96.93
PR001808,PO001808,M006,EMP000154,305,303,2,4587,12,93.06,88.68
PR001809,PO001809,M009,EMP000262,380,375,5,6082,2,98.39,93.9
PR001810,PO001810,M010,EMP000120,482,477,5,5788,4,96.41,96.36
PR001811,PO001811,M015,EMP000138,303,299,4,4266,24,84.38,84.19
PR001812,PO001812,M018,EMP000327,296,290,6,5945,25,85.57,84.1
PR001813,PO001813,M002,EMP000274,374,369,5,6738,6,96.0,95.13
PR001814,PO001814,M005,EMP000282,373,369,4,5623,28,84.57,81.23
PR001815,PO001815,M008,EMP000286,339,334,5,5428,4,97.72,97.57
PR001816,PO001816,M011,EMP000270,465,460,5,5596,16,88.86,84.65
PR001817,PO001817,M014,EMP000210,334,330,4,4697,21,82.48,82.34
PR001818,PO001818,M017,EMP000112,297,291,6,5947,7,94.49,92.45
PR001819,PO001819,M001,EMP000098,401,396,5,7226,8,94.96,94.11
PR001820,PO001820,M004,EMP000023,316,313,3,4756,16,87.93,85.83
PR001821,PO001821,M009,EMP000383,404,395,9,6466,2,98.47,96.39
PR001822,PO001822,M012,EMP000013,408,405,3,4915,19,89.49,85.44
PR001823,PO001823,M015,EMP000287,299,295,4,4205,19,90.1,88.82
PR001824,PO001824,M017,EMP000049,293,289,4,5877,17,91.18,87.84
PR001825,PO001825,M001,EMP000025,428,423,5,7721,17,90.38,87.52
PR001826,PO001826,M006,EMP000379,359,355,4,5402,17,90.75,90.04
PR001827,PO001827,M007,EMP000416,355,348,7,5689,9,94.63,93.22
PR001828,PO001828,M011,EMP000239,491,487,4,5911,19,86.25,82.6
